,bscContractAddress,bscSymbol,name,ethSymbol,transaction_type,ethContractAddress
165,0x84d95337c83b84688dfe678117e1539786f8c4cb,BLIQ-BNB LP,BLIQ-BNB LP,,Interact with Beefy,
166,0xd4572009c7580defa0251ffd811b04386dd41570,EOS-BNB LP,EOS-BNB LP,,Interact with Beefy,
167,0xa4ab709f5eb75f3213734fc227d9e27352d1db6c,DRUGS-BNB LP v1,DRUGS-BNB LP v1,,Interact with Beefy,
168,0xa2bcb1d7955aea2f5b93c308e199337a77e7bad4,GUNS-BNB LP v1,GUNS-BNB LP v1,,Interact with Beefy,
169,0xc713ca7cb8edfe238ea652d772d41dde47a9a62d,CAKE,CAKE,,Interact with Beefy,
170,0x260879777db293541dbc9a27c3c2fad9c9bb48d3,CAKE,CAKE TWT v2,,Interact with Beefy,
171,0x4b4e5f2ceedff00d2dd13874714c1ef6ea1cd8a7,CAKE,CAKE HARD,,Interact with Beefy,
172,0x502ab55cf22f38c4fd8663dee041a96b72264c53,CAKE-BNB LP,CAKE-BNB LP,,Interact with Beefy,
173,0xab9c4a0fd179315b005a5f6d3793cb30af718152,LINK-BNB LP,LINK-BNB LP,,Interact with Beefy,
174,0x72f758cb79ca71ce9010dc9c0fa0155431435b72,USDT-BNB LP,USDT-BNB LP,,Interact with Beefy,
175,0x0c36bee5cf5e5b1be5371574cebf9a5f01de5fc4,BUSD-BNB LP,BUSD-BNB LP,,Interact with Beefy,
176,0x348039c69b5fd7b333ce0a17e8361e501d2e3fa8,USDT-BUSD LP,USDT-BUSD LP,,Interact with Beefy,
177,0x1cfeaef83bb688ac5926df1feeb8f05244054c07,ETH-BNB LP,ETH-BNB LP,,Interact with Beefy,
178,0xd9542b833c6b0d9e4f882d2c4f01d5b5bd005ac7,BTCB-BNB LP,BTCB-BNB LP,,Interact with Beefy,
179,0x5bea18aba4825bbe6450c280fbe8c22b1489cdd4,FIL,FIL,,Interact with Beefy,
180,0xd6fca61edb1cd0259320a6e0899e8ad1044bbcda,BUSD,BUSD,,Interact with Beefy,
181,0x7bf55acde006c398bb605ae564a8f832f80000ee,LINK,ChainLink,,Interact with Beefy,
182,0x63a2cef28904956552714ddb226cee96c3f0c9ef,DOT,DOT,,Interact with Beefy,
183,0xc16187f3eb15aee949e7d784906d53fd7e364b26,USDT,USDT,,Interact with Beefy,
184,0x6f0df0858542fc4a1c7f82c14faa490d7763592f,BTCB,BTCB,,Interact with Beefy,
185,0x2fd5f579e2cf9e3cb8127bbad1b52c25750b1ace,BURGER,BURGER v2,,Interact with Beefy,
186,0x214e640c638fbe68fb24e11bfbd8cd7d6cb8e37b,CAKE,CAKE TWT v1,,Interact with Beefy,
187,0x78d60da18c09bde41397010198f454021ec810ad,BURGER,BURGER v1,,Interact with Beefy,
