	txHash	timeStamp	direction	tokenSymbol	value	bscContractAddress	epoch	bscSymbol	name	ethSymbol	contract_type	ethContractAddress
240	0xf34f6e267163cd5e758060ee8ab3c53459119ebe0dda13828d56c5b92bcd3728	2021-02-28 06:42:27	sent	Cake-LP	0.0	0x74690f829fec83ea424ee1f1654041b2491a7be9	1614494547					
241	0x748ac71cab0b36f3f9bc7083a5131b8b26038f29867e193cc202258c49c23341	2021-02-28 06:42:33	recvd	mooBDollarBDO-BUSD	82.40830646542337	0x0fa31301eaa9633b3e4f7df22f7543115759cf5a	1614494553					
242	0x748ac71cab0b36f3f9bc7083a5131b8b26038f29867e193cc202258c49c23341	2021-02-28 06:42:33	sent	Cake-LP	200.17957293427528	0xc5b0d73a7c0e4eaf66babf7ee16a2096447f7ad6	1614494553					
243	0x6fe7aa978e25e1220e1470208579d7f4cae05ba9df930315f48a4a9ca521404f	2021-02-28 06:45:21	recvd	vETH	86.5468373	0xf508fcd89b8bd15579dc79a6827cb4686a3592c8	1614494721	vETH	Venus ETH		Venus	
244	0x6fe7aa978e25e1220e1470208579d7f4cae05ba9df930315f48a4a9ca521404f	2021-02-28 06:45:21	sent	ETH	1.7370862981984447	0x2170ed0880ac9a755fd29b2688956bd959f933f8	1614494721	ETH	Ethereum	ETH	Binance Bridge	
245	0x49476addee381dc6ac24e8e67176bd7be97e60ef3eae21abddfc89dbbfe87384	2021-02-28 06:45:57	recvd	VAI	500.0	0x4bd17003473389a42daf6a0a729f6fdb328bbbd7	1614494757					
246	0xad08261b920a845523d0f657e35ff8eda3941ebd6f2d08c1cd2189641734247f	2021-02-28 06:46:33	recvd	XVS	0.4204404300864319	0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63	1614494793					
247	0xad08261b920a845523d0f657e35ff8eda3941ebd6f2d08c1cd2189641734247f	2021-02-28 06:46:33	sent	VAI	500.0	0x4bd17003473389a42daf6a0a729f6fdb328bbbd7	1614494793					
248	0x120a5704f93800c343ff677053687b198c34aa1cf3ae23f7a25095c47c5ac3d8	2021-02-28 22:09:08	recvd	CROW	0.8028265029117007	0xcc2e12a9b5b75360c6fbf23b584c275d52cddb0e	1614550148					
249	0x43344bf0fd53ae06698bf929fd82ce569b72e04b791e345463af8fa00907deae	2021-02-28 22:11:23	recvd	TALONS	0.7947982378825836	0x74800b7d796f34f92734514f9eb5b3d1b938cc1f	1614550283					
250	0x43344bf0fd53ae06698bf929fd82ce569b72e04b791e345463af8fa00907deae	2021-02-28 22:11:23	sent	CROW	1.5976247407942836	0xcc2e12a9b5b75360c6fbf23b584c275d52cddb0e	1614550283					
